SalesOrderID,OrderDate,CustomerID,LineItem,ProductID,OrderQty,LineItemTotal
71782,6/2/2022,29485,12,978,1,445.41
71782,6/2/2022,29485,13,955,1,1430.44
71782,6/2/2022,29485,14,948,1,63.9
71782,6/2/2022,29485,15,994,1,32.39
71782,6/2/2022,29485,16,970,1,728.91
71782,6/2/2022,29485,17,966,2,2860.88
71782,6/2/2022,29485,18,884,4,129.58
71782,6/2/2022,29485,19,885,2,1204.69
71782,6/2/2022,29485,20,715,8,239.95
71782,6/2/2022,29485,21,894,3,218.63
71782,6/2/2022,29485,22,957,1,1430.44
71782,6/2/2022,29485,23,967,2,2860.88
71782,6/2/2022,29485,24,708,7,146.96
71782,6/2/2022,29485,25,961,3,1336.23
71782,6/2/2022,29485,26,979,2,890.82
71782,6/2/2022,29485,27,958,2,890.82
71782,6/2/2022,29485,28,963,1,445.41
71782,6/2/2022,29485,29,953,1,728.91
71782,6/2/2022,29485,30,968,2,2860.88
71782,6/2/2022,29485,31,951,2,485.99
71782,6/2/2022,29485,32,945,2,109.79
71782,6/2/2022,29485,33,916,1,31.58
71782,6/2/2022,29485,34,886,1,200.05
71782,6/2/2022,29485,35,892,1,602.35
71782,6/2/2022,29485,36,893,1,602.35
71782,6/2/2022,29485,37,881,6,194.36
71782,6/2/2022,29485,38,883,4,129.58
71782,6/2/2022,29485,39,859,1,14.69
71782,6/2/2022,29485,40,865,4,152.4
71782,6/2/2022,29485,41,880,9,296.95
71782,6/2/2022,29485,42,711,6,125.96
71782,6/2/2022,29485,43,707,3,62.98
71783,6/2/2022,29957,1,738,4,809.33
71783,6/2/2022,29957,2,939,6,223.52
71783,6/2/2022,29957,3,793,3,4398.03
71783,6/2/2022,29957,4,977,4,1295.98
71783,6/2/2022,29957,5,880,9,296.95
71783,6/2/2022,29957,6,859,7,102.86
71783,6/2/2022,29957,7,976,25,19136.14
71783,6/2/2022,29957,8,714,6,179.96
71783,6/2/2022,29957,9,877,8,38.16
71783,6/2/2022,29957,10,813,1,72.16
71783,6/2/2022,29957,11,881,6,194.36
71783,6/2/2022,29957,12,873,6,8.24
71783,6/2/2022,29957,13,870,10,29.94
71783,6/2/2022,29957,14,822,1,356.9
71783,6/2/2022,29957,15,799,1,672.29
71783,6/2/2022,29957,16,858,2,29.39
71783,6/2/2022,29957,17,860,9,132.25
71783,6/2/2022,29957,18,864,15,497.68
71783,6/2/2022,29957,19,938,3,72.88
71783,6/2/2022,29957,20,883,11,337.57
71783,6/2/2022,29957,21,722,6,1213.99
71783,6/2/2022,29957,22,884,9,291.55
71783,6/2/2022,29957,23,998,7,2267.96
71783,6/2/2022,29957,24,999,5,1619.97
71783,6/2/2022,29957,25,797,4,2689.18
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
